Name	Description	chrom	type	start_hg19	end_hg19	strand	ts_id	gene_type	gene_status	loci_level	alias_symbol	official_name	SNP	SNP_chr	SNP_pos_hg19	char	dist	cap4_enhancer_no	fantom5_enhancer_no	gross	dnm	de	neuron_count	oligo_count	micro_count	fetal_enhancer	adult_enhancer	fantom5	cap4	DTS	neuron_P	micro_P	oligo_P	fetal_P	adult_P	DE	weight	pp	num
ENSG00000181381	DDX60L	chr4	gene	169277886	169458937	-	ENSG00000181381.9	protein_coding	KNOWN	1	DDX60L	DDX60L	rs10520163	chr4	170626552	rs10520163:ENSG00000181381	1167615	46	10	0.99635	0.9668	0.8201	0	0	0	4	0	0.0568783068783069	0.527777777777778	0.990740740740741	1	1	1	0.569664902998236	1	0.908289241622575	0.105494795726329	0	0
ENSG00000168350	DEGS2	chr14	gene	100612756	100626500	-	ENSG00000168350.6	protein_coding	KNOWN	2	DEGS2	DEGS2	rs2693698	chr14	99719219	rs2693698:ENSG00000168350	907281	110	0	0.99635	0.9668	0.09689	0	0	0	3	3	1	0.227954144620811	0.863756613756614	1	1	1	0.638007054673721	0.229276895943563	0.146825396825397	3.53780027504247	0.000133181126331811	7
ENSG00000139726	DENR	chr12	gene	123237321	123255611	+	ENSG00000139726.6	protein_coding	KNOWN	2	DENR	DENR	rs2851447	chr12	123665113	rs2851447:ENSG00000139726	427792	48	1	0.99635	0.9668	0.1609	7	0	0	6	3	0.488977072310406	0.520723104056437	0.42636684303351	0.127865961199295	1	1	0.47663139329806	0.229276895943563	0.224426807760141	3.81948567096364	0.000627853881278539	33
ENSG00000035499	DEPDC1B	chr5	gene	59892739	59996017	-	ENSG00000035499.8	protein_coding	KNOWN	2	DEPDC1B	DEPDC1B	rs4391122	chr5	60598543	rs4391122:ENSG00000035499	602526	29	0	0.99635	0.9668	0.4124	0	1	0	13	0	1	0.616402116402116	0.611552028218695	1	1	0.2336860670194	0.265432098765432	1	0.533509700176367	1.12003327078967	0.000171232876712329	9
ENSG00000100418	PPPDE2	chr22	gene	41994032	42017100	-	ENSG00000100418.7	protein_coding	KNOWN	1	PPPDE2	DESI1	rs9607782,rs6002655	chr22	41587556	rs9607782:ENSG00000100418	429544	115	0	0.99635	0.9668	0.3939	0	0	0	8	0	1	0.205908289241623	0.428130511463845	1	1	1	0.395943562610229	1	0.506172839506173	1.52920428452445	0.000209284627092846	11
ENSG00000105928	DFNA5	chr7	gene	24737972	24809244	-	ENSG00000105928.9	protein_coding	KNOWN	1	DFNA5	DFNA5	chr7_24747494_D	chr7	24747494	chr7_24747494_D:ENSG00000105928	61750	206	14	0.99635	0.9668	0.5639	0	0	0	3	0	0.0299823633156966	0.027336860670194	0.0656966490299824	1	1	1	0.638007054673721	1	0.712962962962963	3.06103316417272	0.000589802130898021	31
ENSG00000077044	DGKD	chr2	gene	234263153	234380750	+	ENSG00000077044.5	protein_coding	KNOWN	1	DGKD	DGKD	rs6704768	chr2	233592501	rs6704768:ENSG00000077044	670652	33	5	0.99635	0.9668	2.88e-08	0	3	3	12	4	0.153439153439153	0.596560846560847	0.669312169312169	1	0.224867724867725	0.135802469135802	0.285714285714286	0.205026455026455	0.000440917107583774	9.712774631	0.00234018264840183	123
ENSG00000157680	DGKI	chr7	gene	137073563	137531838	-	ENSG00000157680.8	protein_coding	KNOWN	2	DGKI	DGKI	rs3735025	chr7	137074844	rs3735025:ENSG00000157680	456994	82	2	0.99635	0.9668	0.009217	17	0	0	4	0	0.346119929453263	0.353615520282187	0.45326278659612	0.0489417989417989	1	1	0.569664902998236	1	0.0436507936507936	3.92281703354559	0.00112252663622527	59
ENSG00000149091	DGKZ	chr11	gene	46354455	46402104	+	ENSG00000149091.10	protein_coding	KNOWN	2	DGKZ	DGKZ	chr11_46350213_D	chr11	46350213	chr11_46350213_D:ENSG00000149091	4242	156	2	0.99635	0.9668	0.0746	16	6	5	4	40	0.346119929453263	0.0912698412698413	0.00617283950617284	0.0537918871252205	0.160493827160494	0.0758377425044092	0.569664902998236	0.0132275132275132	0.123015873015873	11.5084945014441	0.0023972602739726	126
ENSG00000104808	DHDH	chr19	gene	49436939	49448226	+	ENSG00000104808.3	protein_coding	KNOWN	1	DHDH	DHDH	rs56873913	chr19	50091199	rs56873913:ENSG00000104808	654260	0	0	0.99635	0.9668	0.152536749130071	0	0	0	4	0	1	1	0.657407407407407	1	1	1	0.569664902998236	1	0.212962962962963	1.96608836127797	0.000114155251141553	6
ENSG00000101452	DHX35	chr20	gene	37590942	37668366	+	ENSG00000101452.8	protein_coding	KNOWN	2	DHX35	DHX35	rs6065094	chr20	37453194	rs6065094:ENSG00000101452	137748	101	8	0.99635	0.9668	0.04722	0	0	0	0	0	0.0824514991181658	0.275573192239859	0.145061728395062	1	1	1	1	1	0.0987654320987654	4.24560352707487	0.000323439878234399	17
ENSG00000184047	DIABLO	chr12	gene	122692210	122712081	-	ENSG00000184047.11	protein_coding	KNOWN	1	DIABLO	DIABLO	rs2851447	chr12	123665113	rs2851447:ENSG00000184047	953032	149	0	0.99635	0.9668	0.103	2	0	0	7	0	1	0.103174603174603	0.912257495590829	0.328924162257496	1	1	0.432539682539683	1	0.152557319223986	1.97204787689202	0.000437595129375951	23
ENSG00000131504	DIAPH1	chr5	gene	140894583	140998622	-	ENSG00000131504.10	protein_coding	KNOWN	2	DIAPH1	DIAPH1	chr5_140143664_I	chr5	140143664	chr5_140143664_I:ENSG00000131504	854958	186	8	0.99635	0.9668	0.8941	0	0	0	55	3	0.0824514991181658	0.0423280423280423	0.81657848324515	1	1	1	0.0163139329805996	0.229276895943563	0.945767195767196	1.73121593639921	0.000437595129375951	23
ENSG00000144535	DIS3L2	chr2	gene	232825955	233209060	+	ENSG00000144535.14	protein_coding	KNOWN	1	DIS3L2	DIS3L2	rs6704768	chr2	233592501	rs6704768:ENSG00000144535	766546	104	6	0.99635	0.9668	0.8743	0	2	0	61	0	0.120811287477954	0.257495590828924	0.743827160493827	1	1	0.17989417989418	0.0105820105820106	1	0.935626102292769	0.362485927975389	1.90258751902588e-05	1
ENSG00000140323	DISP2	chr15	gene	40650436	40663257	+	ENSG00000140323.4	protein_coding	KNOWN	2	DISP2	DISP2	rs56205728	chr15	40567237	rs56205728:ENSG00000140323	83199	134	2	0.99635	0.9668	0.01976	2	0	1	8	1	0.346119929453263	0.150793650793651	0.085978835978836	0.328924162257496	0.327601410934744	1	0.395943562610229	0.301587301587302	0.0639329805996473	6.40226977593606	0.000437595129375951	23
ENSG00000104901	DKKL1	chr19	gene	49867042	49878371	+	ENSG00000104901.1	protein_coding	KNOWN	3	DKKL1	DKKL1	rs56873913	chr19	50091199	rs56873913:ENSG00000104901	224157	4	0	0.99635	0.9668	0.442760814574899	0	0	0	0	0	1	0.759700176366843	0.226190476190476	1	1	1	1	1	0.582010582010582	2.0276444689441	0.000133181126331811	7
ENSG00000128917	DLL4	chr15	gene	41221538	41231237	+	ENSG00000128917.5	protein_coding	KNOWN	2	DLL4	DLL4	rs56205728	chr15	40567237	rs56205728:ENSG00000128917	654301	118	2	0.99635	0.0332	0.0005987	0	0	0	4	1	0.346119929453263	0.197530864197531	0.657848324514991	1	1	1	0.569664902998236	0.301587301587302	0.0163139329805996	5.73321238351245	0.000589802130898021	31
ENSG00000178028	DMAP1	chr1	gene	44679127	44686353	+	ENSG00000178028.8	protein_coding	KNOWN	2	DMAP1	DMAP1	rs11210892	chr1	44100084	rs11210892:ENSG00000178028	579043	157	0	0.99635	0.9668	0.2984	7	8	1	11	35	1	0.0899470899470899	0.588624338624339	0.127865961199295	0.327601410934744	0.0599647266313933	0.303350970017637	0.0154320987654321	0.380511463844797	5.66751167113574	0.00176940639269406	93
ENSG00000135164	DMTF1	chr7	gene	86781677	86825646	+	ENSG00000135164.13	protein_coding	KNOWN	1	DMTF1	DMTF1	rs12704290	chr7	86427626	rs12704290:ENSG00000135164	354051	21	1	0.99635	0.9668	0.8251	1	6	0	0	0	0.488977072310406	0.656084656084656	0.357583774250441	0.361992945326279	1	0.0758377425044092	1	1	0.911375661375661	1.1211857158981	0.00015220700152207	8
ENSG00000114841	DNAH1	chr3	gene	52350335	52434507	+	ENSG00000114841.11	protein_coding	KNOWN	2	DNAH1	DNAH1	rs2535627	chr3	52845105	rs2535627:ENSG00000114841	494770	13	3	0.99635	0.0332	0.3541	0	0	3	33	36	0.247795414462081	0.700176366843034	0.500881834215168	1	0.224867724867725	1	0.058641975308642	0.0149911816578483	0.459435626102293	5.66943464833236	0.000570776255707763	30
ENSG00000197653	DNAH10	chr12	gene	124247042	124420753	+	ENSG00000197653.10	protein_coding	KNOWN	1	DNAH10	DNAH10	rs2851447	chr12	123665113	rs2851447:ENSG00000197653	581929	70	0	0.99635	0.9668	0.9044	0	0	0	14	12	1	0.41358024691358	0.592151675485009	1	1	1	0.243827160493827	0.0877425044091711	0.952380952380952	3.00613147261699	0.000285388127853881	15
ENSG00000250091	DNAH10OS	chr12	gene	124410971	124419531	-	ENSG00000250091.2	protein_coding	KNOWN	1	DNAH10OS	DNAH10OS	rs2851447	chr12	123665113	rs2851447:ENSG00000250091	754418	144	0	0.99635	0.9668	0.2567	0	0	0	1	11	1	0.119488536155203	0.732363315696649	1	1	1	0.810405643738977	0.100529100529101	0.33994708994709	3.68775188241186	0.00015220700152207	8
ENSG00000140403	DNAJA4	chr15	gene	78556428	78574538	+	ENSG00000140403.7	protein_coding	KNOWN	1	DNAJA4	DNAJA4	rs8042374	chr15	78908032	rs8042374:ENSG00000140403	351604	0	10	0.99635	0.9668	0.1556	0	0	0	2	3	0.0568783068783069	1	0.353174603174603	1	1	1	0.717813051146384	0.229276895943563	0.218253968253968	4.03571347333041	0.00150304414003044	79
ENSG00000172404	DNAJB7	chr22	gene	41255553	41258130	-	ENSG00000172404.4	protein_coding	KNOWN	2	DNAJB7	DNAJB7	rs9607782	chr22	41587556	rs9607782:ENSG00000172404	329426	60	0	0.99635	0.9668	0.9245	0	0	0	0	0	1	0.463403880070547	0.329805996472663	1	1	1	1	1	0.962522045855379	1.14744899517086	0	0
ENSG00000104129	DNAJC17	chr15	gene	41060067	41099675	-	ENSG00000104129.4	protein_coding	KNOWN	2	DNAJC17	DNAJC17	rs56205728	chr15	40567237	rs56205728:ENSG00000104129	532438	83	0	0.99635	0.9668	0.03934	0	0	0	6	3	1	0.350970017636684	0.537037037037037	1	1	1	0.47663139329806	0.229276895943563	0.0881834215167548	4.52284936814958	0.000285388127853881	15
ENSG00000170464	DNAJC18	chr5	gene	138744279	138780180	-	ENSG00000170464.5	protein_coding	KNOWN	1	DNAJC18	DNAJC18	rs3849046	chr5	137851192	rs3849046:ENSG00000170464	928988	18	5	0.99635	0.9668	0.2556	9	7	36	36	8	0.153439153439153	0.670634920634921	0.886243386243386	0.0987654320987654	0.00573192239858906	0.0665784832451499	0.0489417989417989	0.134920634920635	0.338183421516755	3.20799909017017	0.000285388127853881	15
ENSG00000205981	DNAJC19	chr3	gene	180701497	180707562	-	ENSG00000205981.2	protein_coding	KNOWN	2	DNAJC19	DNAJC19	rs9841616	chr3	181167585	rs9841616:ENSG00000205981	460023	49	2	0.99635	0.9668	0.757	0	2	0	0	0	0.346119929453263	0.515432098765432	0.457671957671958	1	1	0.17989417989418	1	1	0.872134038800706	0.918414753786794	0.000209284627092846	11
ENSG00000100246	DNAL4	chr22	gene	39174513	39190203	-	ENSG00000100246.7	protein_coding	KNOWN	2	DNAL4	DNAL4	chr22_39987017_D	chr22	39987017	chr22_39987017_D:ENSG00000100246	796814	87	1	0.99635	0.9668	0.02341	7	0	0	0	0	0.488977072310406	0.33289241622575	0.767195767195767	0.127865961199295	1	1	1	1	0.0692239858906526	2.9354211321384	0.000437595129375951	23
ENSG00000256453	DND1	chr5	gene	140050379	140053171	-	ENSG00000256453.1	protein_coding	KNOWN	2	DND1	DND1	chr5_140143664_I	chr5	140143664	chr5_140143664_I:ENSG00000256453	90493	70	1	0.99635	0.9668	0.234578078293506	0	0	0	5	0	0.488977072310406	0.41358024691358	0.0921516754850088	1	1	1	0.514550264550265	1	0.317019400352734	3.53311172000943	0.000114155251141553	6
ENSG00000149927	DOC2A	chr16	gene	30016830	30034591	-	ENSG00000149927.13	protein_coding	KNOWN	2	DOC2A	DOC2A	rs12691307	chr16	29939877	rs12691307:ENSG00000149927	94714	79	0	0.99635	0.9668	0.7521	10	3	2	57	2	1	0.368606701940035	0.0970017636684303	0.0895061728395062	0.271604938271605	0.135802469135802	0.013668430335097	0.263227513227513	0.87037037037037	3.80659911480454	0.000380517503805175	20
ENSG00000135905	DOCK10	chr2	gene	225629807	225907162	-	ENSG00000135905.12	protein_coding	KNOWN	1	DOCK10	DOCK10	rs11685299	chr2	225391296	rs11685299:ENSG00000135905	515866	74	13	0.99635	0.9668	0.7443	0	43	21	2	1	0.0348324514991182	0.394620811287478	0.521604938271605	1	0.0264550264550265	0.00440917107583774	0.717813051146384	0.301587301587302	0.865520282186949	1.99396501866553	0.00015220700152207	8
ENSG00000128512	DOCK4	chr7	gene	111366168	111846466	-	ENSG00000128512.13	protein_coding	KNOWN	2	DOCK4	DOCK4	rs13240464	chr7	110898915	rs13240464:ENSG00000128512	947551	29	17	0.99635	0.9668	0.4756	28	82	141	13	0	0.0207231040564374	0.616402116402116	0.90299823633157	0.0260141093474427	0.000440917107583774	0.00132275132275132	0.265432098765432	1	0.622134038800706	0.576634391683073	0.00015220700152207	8
ENSG00000083097	DOPEY1	chr6	gene	83777385	83881069	+	ENSG00000083097.9	protein_coding	KNOWN	2	DOPEY1	DOPEY1	chr6_84280274_D	chr6	84280274	chr6_84280274_D:ENSG00000083097	502889	72	2	0.99635	0.9668	0.1954	5	4	5	11	0	0.346119929453263	0.406084656084656	0.509259259259259	0.169753086419753	0.160493827160494	0.109347442680776	0.303350970017637	1	0.263668430335097	2.00786095278876	0.000228310502283105	12
ENSG00000167261	DPEP2	chr16	gene	68021297	68034489	-	ENSG00000167261.8	protein_coding	KNOWN	2	DPEP2	DPEP2	rs8044995	chr16	68189340	rs8044995:ENSG00000167261	154851	9	9	0.99635	0.0332	0.487214072341311	0	0	6	4	4	0.0687830687830688	0.730599647266314	0.159611992945326	1	0.14373897707231	1	0.569664902998236	0.205026455026455	0.640652557319224	3.86489371355952	0.000247336377473364	13
ENSG00000141096	DPEP3	chr16	gene	68009566	68014732	-	ENSG00000141096.4	protein_coding	KNOWN	2	DPEP3	DPEP3	rs8044995	chr16	68189340	rs8044995:ENSG00000141096	174608	99	1	0.99635	0.9668	0.41268036805775	0	0	0	3	0	0.488977072310406	0.28615520282187	0.174603174603175	1	1	1	0.638007054673721	1	0.534391534391534	2.37186595181154	1.90258751902588e-05	1
ENSG00000205683	DPF3	chr14	gene	73075742	73360809	-	ENSG00000205683.5	protein_coding	KNOWN	2	DPF3	DPF3	rs2332700	chr14	72417326	rs2332700:ENSG00000205683	943483	172	3	0.99635	0.9668	0.02841	25	37	0	18	0	0.247795414462081	0.0595238095238095	0.900352733686067	0.0295414462081129	1	0.00529100529100529	0.182980599647266	1	0.0767195767195767	2.67256703175615	0.000703957382039574	37
ENSG00000108963	DPH1	chr17	gene	1933404	1946724	+	ENSG00000108963.10	protein_coding	KNOWN	2	DPH1	DPH1	rs4523957	chr17	2208899	rs4523957:ENSG00000108963	275495	111	0	0.99635	0.9668	0.1522	22	4	3	19	9	1	0.22310405643739	0.277777777777778	0.0335097001763668	0.224867724867725	0.109347442680776	0.171075837742504	0.121252204585538	0.212081128747795	4.94160280738502	0.00102739726027397	54
ENSG00000132768	DPH2	chr1	gene	44435672	44439041	+	ENSG00000132768.9	protein_coding	KNOWN	1	DPH2	DPH2	rs11210892	chr1	44100084	rs11210892:ENSG00000132768	335588	130	0	0.99635	0.9668	0.4199	0	0	0	2	0	1	0.165343915343915	0.33641975308642	1	1	1	0.717813051146384	1	0.543650793650794	1.69884379524648	0.000266362252663623	14
ENSG00000197635	DPP4	chr2	gene	162848751	162931052	-	ENSG00000197635.5	protein_coding	KNOWN	2	DPP4	DPP4	rs2909457	chr2	162845855	rs2909457:ENSG00000197635	85197	10	1	0.99635	0.9668	2.902e-05	0	0	2	8	0	0.488977072310406	0.723544973544973	0.0868606701940035	1	0.271604938271605	1	0.395943562610229	1	0.00529100529100529	7.6851969511693	0.00167427701674277	88
ENSG00000203909	DPPA5	chr6	gene	74062785	74064018	-	ENSG00000203909.3	protein_coding	KNOWN	2	DPPA5	DPPA5	rs1339227	chr6	73155701	rs1339227:ENSG00000203909	908317	137	0	0.99635	0.9668	0.184504917602999	0	0	0	1	0	1	0.138888888888889	0.865520282186949	1	1	1	0.810405643738977	1	0.251763668430335	1.52368892576281	3.80517503805175e-05	2
ENSG00000188641	DPYD	chr1	gene	97543299	98386605	-	ENSG00000188641.8	protein_coding	KNOWN	2	DPYD	DPYD	rs1702294	chr1	98501984	rs1702294:ENSG00000188641	115379	138	3	0.00365	0.0332	0.07197	0	5	0	0	0	0.247795414462081	0.134920634920635	0.12037037037037	1	1	0.0895061728395062	1	1	0.119929453262787	4.23803346821433	0.000856164383561644	45
ENSG00000092964	DPYSL2	chr8	gene	26371547	26515694	+	ENSG00000092964.10	protein_coding	KNOWN	1	DPYSL2	DPYSL2	rs73229090	chr8	27442127	rs73229090:ENSG00000092964	1070580	103	3	0.99635	0.9668	0.696	10	31	8	27	100	0.247795414462081	0.262786596119929	0.974867724867725	0.0895061728395062	0.109347442680776	0.0101410934744268	0.0886243386243386	0.000881834215167548	0.831128747795414	7.24393053324343	0.00346270928462709	182
ENSG00000149295	DRD2	chr11	gene	113280318	113346413	-	ENSG00000149295.9	protein_coding	KNOWN	2	DRD2	DRD2	rs2514218	chr11	113392994	rs2514218:ENSG00000149295	46581	111	0	0.99635	0.9668	0.31683763324579	0	0	0	1	0	1	0.22310405643739	0.0480599647266314	1	1	1	0.810405643738977	1	0.406966490299824	3.93433021296329	0.00157914764079148	83
ENSG00000108591	DRG2	chr17	gene	17991239	18011285	+	ENSG00000108591.4	protein_coding	KNOWN	2	DRG2	DRG2	rs8082590	chr17	17958402	rs8082590:ENSG00000108591	32837	65	1	0.99635	0.9668	0.3807	0	0	0	29	0	0.488977072310406	0.438271604938272	0.0396825396825397	1	1	1	0.0762786596119929	1	0.493827160493827	3.93241369507588	0.000970319634703196	51
ENSG00000178498	DTX3	chr12	gene	57998405	58003587	+	ENSG00000178498.11	protein_coding	KNOWN	2	DTX3	DTX3	rs12826178	chr12	57622371	rs12826178:ENSG00000178498	376034	76	3	0.99635	0.9668	0.1766	3	0	0	9	0	0.247795414462081	0.384479717813051	0.376984126984127	0.27336860670194	1	1	0.361111111111111	1	0.241622574955908	2.39593057381051	0.000418569254185693	22
ENSG00000167264	DUS2L	chr16	gene	68021649	68113223	+	ENSG00000167264.12	protein_coding	KNOWN	2	DUS2L	DUS2	rs8044995	chr16	68189340	rs8044995:ENSG00000167264	167691	105	0	0.99635	0.9668	0.1043	0	0	4	7	6	1	0.250881834215168	0.167548500881834	1	0.189594356261023	1	0.432539682539683	0.167989417989418	0.154761904761905	5.43620414322993	0.000570776255707763	30
ENSG00000164086	DUSP7	chr3	gene	52082935	52090566	-	ENSG00000164086.8	protein_coding	KNOWN	2	DUSP7	DUSP7	rs2535627	chr3	52845105	rs2535627:ENSG00000164086	754539	113	5	0.99635	0.9668	0.814	29	14	14	14	0	0.153439153439153	0.214285714285714	0.732804232804233	0.0251322751322751	0.0524691358024691	0.0295414462081129	0.243827160493827	1	0.904761904761905	0.410960147989232	1.90258751902588e-05	1
ENSG00000178690	C18orf26	chr18	gene	52258390	52266724	+	ENSG00000178690.1	protein_coding	KNOWN	2	C18orf26	DYNAP	rs9636107	chr18	53200117	rs9636107:ENSG00000178690	941727	63	0	0.99635	0.9668	0.673646824857012	0	0	0	2	0	1	0.448853615520282	0.899029982363316	1	1	1	0.717813051146384	1	0.816137566137566	0.309611246547333	3.80517503805175e-05	2
ENSG00000143479	DYRK3	chr1	gene	206808881	206857764	+	ENSG00000143479.11	protein_coding	KNOWN	2	DYRK3	DYRK3	rs7523273	chr1	207977083	rs7523273:ENSG00000143479	1168202	6	13	0.99635	0.9668	0.01489	0	0	5	15	0	0.0348324514991182	0.750881834215168	0.991181657848324	1	0.160493827160494	1	0.220899470899471	1	0.054673721340388	2.91522955307667	0.000513698630136986	27
ENSG00000135636	DYSF	chr2	gene	71680852	71913898	+	ENSG00000135636.8	protein_coding	KNOWN	2	DYSF	DYSF	rs3768644	chr2	72361505	rs3768644:ENSG00000135636	680653	44	5	0.99635	0.9668	0.5673	0	0	0	20	15	0.153439153439153	0.540564373897707	0.679012345679012	1	1	1	0.159171075837743	0.0674603174603175	0.718694885361552	3.41365008394201	0.000570776255707763	30
ENSG00000205250	E2F4	chr16	gene	67226072	67232821	+	ENSG00000205250.4	protein_coding	KNOWN	2	E2F4	E2F4	rs8044995	chr16	68189340	rs8044995:ENSG00000205250	963268	96	0	0.99635	0.9668	0.2881	1	1	3	7	5	1	0.297619047619048	0.918430335097002	0.361992945326279	0.224867724867725	0.2336860670194	0.432539682539683	0.187389770723104	0.370811287477954	2.75171572438459	0.000856164383561644	45
ENSG00000147654	EBAG9	chr8	gene	110551940	110578225	+	ENSG00000147654.10	protein_coding	KNOWN	1	EBAG9	EBAG9	rs36068923	chr8	111485761	rs36068923:ENSG00000147654	933821	19	0	0.99635	0.9668	0.6035	0	0	0	4	0	1	0.664462081128748	0.89021164021164	1	1	1	0.569664902998236	1	0.754409171075838	0.398116437490254	1.90258751902588e-05	1
ENSG00000117395	EBNA1BP2	chr1	gene	43629846	43727589	-	ENSG00000117395.5	protein_coding	KNOWN	2	EBNA1BP2	EBNA1BP2	rs11210892	chr1	44100084	rs11210892:ENSG00000117395	372495	162	0	0.99635	0.9668	0.7291	0	0	7	7	0	1	0.0806878306878307	0.373897707231041	1	0.121252204585538	1	0.432539682539683	1	0.858024691358025	1.13689543115743	0.000799086757990868	42
ENSG00000171551	ECEL1	chr2	gene	233344537	233352538	-	ENSG00000171551.7	protein_coding	KNOWN	2	ECEL1	ECEL1	rs6704768	chr2	233592501	rs6704768:ENSG00000171551	239963	112	3	0.99635	0.9668	0.565337775629219	0	0	0	17	0	0.247795414462081	0.218253968253968	0.239858906525573	1	1	1	0.194885361552028	1	0.716049382716049	1.76171056211772	0.000133181126331811	7
ENSG00000143369	ECM1	chr1	gene	150480538	150486265	+	ENSG00000143369.10	protein_coding	KNOWN	2	ECM1	ECM1	rs140505938	chr1	150031490	rs140505938:ENSG00000143369	449048	31	1	0.99635	0.9668	0.1501	0	0	0	6	4	0.488977072310406	0.607142857142857	0.445767195767196	1	1	1	0.47663139329806	0.205026455026455	0.206349206349206	3.97076007401745	0.000437595129375951	23
ENSG00000249751	ECSCR	chr5	gene	138784245	138842328	-	ENSG00000249751.1	protein_coding	KNOWN	2	ECSCR	ECSCR	rs3849046	chr5	137851192	rs3849046:ENSG00000249751	991136	18	1	0.99635	0.9668	0.005424	0	0	0	33	10	0.488977072310406	0.670634920634921	0.947089947089947	1	1	1	0.058641975308642	0.110229276895944	0.0308641975308642	5.73771237900257	0.000190258751902588	10
ENSG00000158813	EDA	chrX	gene	68835911	69259319	+	ENSG00000158813.13	protein_coding	KNOWN	2	EDA	EDA	rs5937157	chrX	68377126	rs5937157:ENSG00000158813	458785	0	1	0.99635	0.9668	0.1501	0	0	0	0	0	0.488977072310406	1	0.455908289241623	1	1	1	1	1	0.206349206349206	2.36364897870926	0.000475646879756469	25
ENSG00000038358	EDC4	chr16	gene	67906926	67918406	+	ENSG00000038358.10	protein_coding	KNOWN	2	EDC4	EDC4	rs8044995	chr16	68189340	rs8044995:ENSG00000038358	282414	90	5	0.99635	0.9668	0.4642	1	0	3	0	1	0.153439153439153	0.315696649029982	0.285714285714286	0.361992945326279	0.224867724867725	1	1	0.301587301587302	0.608906525573192	2.94754922715881	0.00142694063926941	75
ENSG00000102189	EEA1	chr12	gene	93164413	93323107	-	ENSG00000102189.11	protein_coding	KNOWN	2	EEA1	EEA1	rs4240748	chr12	92246786	rs4240748:ENSG00000102189	1076321	164	22	0.99635	0.9668	0.1207	0	0	9	1	0	0.00970017636684303	0.0767195767195767	0.975308641975309	1	0.0943562610229277	1	0.810405643738977	1	0.173280423280423	1.7778453551838	0.000665905631659056	35
ENSG00000185055	EFCAB10	chr7	gene	105205567	105241322	-	ENSG00000185055.6	protein_coding	KNOWN	2	EFCAB10	EFCAB10	rs6466055	chr7	104929064	rs6466055:ENSG00000185055	312258	50	0	0.99635	0.9668	0.2048	0	0	0	6	0	1	0.510141093474427	0.315255731922399	1	1	1	0.47663139329806	1	0.275573192239859	2.44327313726488	0.000190258751902588	10
ENSG00000115468	EFHD1	chr2	gene	233470767	233547491	+	ENSG00000115468.6	protein_coding	KNOWN	1	EFHD1	EFHD1	rs6704768	chr2	233592501	rs6704768:ENSG00000115468	121734	0	3	0.99635	0.9668	0.02889	0	35	10	23	18	0.247795414462081	1	0.126984126984127	1	0.0811287477954145	0.00617283950617284	0.123456790123457	0.0502645502645503	0.0793650793650794	7.58784521512228	0.000684931506849315	36
ENSG00000090776	EFNB1	chrX	gene	68048840	68061990	+	ENSG00000090776.5	protein_coding	KNOWN	2	EFNB1	EFNB1	rs5937157	chrX	68377126	rs5937157:ENSG00000090776	328286	0	0	0.99635	0.9668	0.125	0	0	0	0	0	1	1	0.328042328042328	1	1	1	1	1	0.179012345679012	2.83491313526046	0.000589802130898021	31
ENSG00000120738	EGR1	chr5	gene	137801169	137805004	+	ENSG00000120738.6	protein_coding	KNOWN	2	EGR1	EGR1	rs3849046	chr5	137851192	rs3849046:ENSG00000120738	50023	14	6	0.99635	0.9668	0.7277	13	1	3	16	0	0.120811287477954	0.693562610229277	0.0529100529100529	0.0665784832451499	0.224867724867725	0.2336860670194	0.20679012345679	1	0.857142857142857	3.09331260189286	0.00104642313546423	55
ENSG00000149547	EI24	chr11	gene	125439112	125454575	+	ENSG00000149547.9	protein_coding	KNOWN	1	EI24	EI24	rs55661361	chr11	124613957	rs55661361:ENSG00000149547	825155	101	0	0.99635	0.9668	0.2155	39	13	3	14	0	1	0.275573192239859	0.786155202821869	0.013668430335097	0.224867724867725	0.0326278659611993	0.243827160493827	1	0.292768959435626	1.46897256235571	7.6103500761035e-05	4
ENSG00000128829	EIF2AK4	chr15	gene	40226347	40327797	+	ENSG00000128829.6	protein_coding	KNOWN	2	EIF2AK4	EIF2AK4	rs56205728	chr15	40567237	rs56205728:ENSG00000128829	340890	153	0	0.99635	0.9668	0.9495	2	0	2	3	1	1	0.0952380952380952	0.342151675485009	0.328924162257496	0.271604938271605	1	0.638007054673721	0.301587301587302	0.975308641975309	2.29619819409493	0.000323439878234399	17
ENSG00000111361	EIF2B1	chr12	gene	124104953	124118313	-	ENSG00000111361.7	protein_coding	KNOWN	1	EIF2B1	EIF2B1	rs2851447	chr12	123665113	rs2851447:ENSG00000111361	453200	98	0	0.99635	0.9668	0.1644	1	0	5	5	0	1	0.288359788359788	0.450617283950617	0.361992945326279	0.160493827160494	1	0.514550264550265	1	0.229717813051146	2.26804051717827	0.00091324200913242	48
ENSG00000143486	EIF2D	chr1	gene	206744620	206785904	-	ENSG00000143486.9	protein_coding	KNOWN	2	EIF2D	EIF2D	rs7523273	chr1	207977083	rs7523273:ENSG00000143486	1191179	110	0	0.99635	0.9668	0.6651	1	0	4	11	0	1	0.227954144620811	0.994268077601411	0.361992945326279	0.189594356261023	1	0.303350970017637	1	0.810405643738977	0.215968774842874	5.70776255707763e-05	3
